domain,role,image_path,mask_path,image_width,image_height,luminance_mean,luminance_std,green_excess,chroma_variation,background_pct,head_pct,stem_pct,leaf_pct,stem_width_px,skeleton_density,component_density,endpoint_density,leaf_contact_pct,skeleton_length,component_count,endpoint_count
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_2968.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_2968.png,512,512,0.4580758810043335,0.20185616612434387,0.028403714299201965,9.13929489315977,15.221786499023438,16.042327880859375,3.533935546875,65.20195007324219,12.649110640673518,2.35748291015625,0.8635578583765112,30.74433656957929,93.88646288209607,618,8,19
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3423.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3423.png,512,512,0.542093813419342,0.1963174045085907,0.04022693261504173,7.736173331183067,9.392166137695312,16.570663452148438,5.118560791015625,68.91860961914062,10.0,4.78363037109375,0.5216872857355791,22.328548644338117,95.94017094017094,1254,7,28
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3424.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3424.png,512,512,0.530174732208252,0.2063056379556656,0.007719200104475021,7.12445859422344,47.83515930175781,22.319412231445312,4.1362762451171875,25.709152221679688,12.0,2.8533935546875,0.8300285898736512,28.074866310160427,32.01183431952663,748,9,21
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3425.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3425.png,512,512,0.4843599498271942,0.203987717628479,0.0028907814994454384,8.113584761098343,6.145477294921875,17.837905883789062,2.5913238525390625,73.42529296875,10.770329614269007,1.842498779296875,1.0304725452671868,35.196687370600415,93.28214971209214,483,7,17
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3427.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3427.png,512,512,0.5266525745391846,0.23015715181827545,0.013777879998087883,8.41980251343658,4.0737152099609375,21.76971435546875,3.5190582275390625,70.63751220703125,13.416407864998739,2.40325927734375,0.5420054200542005,20.634920634920636,91.02773246329527,630,5,13
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3428.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3428.png,512,512,0.45954418182373047,0.22645610570907593,-0.01801898516714573,7.810670355595669,6.6600799560546875,21.046066284179688,5.7651519775390625,66.52870178222656,12.165525060596439,4.39453125,0.6616819956328989,19.96527777777778,92.23218096457533,1152,10,23
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3429.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3429.png,512,512,0.5321418642997742,0.2387326955795288,-0.012013109400868416,8.030389834452572,7.2376251220703125,22.241592407226562,2.1259307861328125,68.39485168457031,11.313708498984761,1.575469970703125,0.1794365691727974,9.685230024213075,97.8562421185372,413,1,4
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3430.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3430.png,512,512,0.4376768469810486,0.21682468056678772,-0.023733412846922874,8.137540816291247,9.98077392578125,10.46142578125,1.7780303955078125,77.77976989746094,10.0,1.461029052734375,1.2872774082814846,33.942558746736296,98.13953488372093,383,6,13
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3431.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3431.png,512,512,0.46969276666641235,0.20083610713481903,0.02833647094666958,8.575056520837018,23.517990112304688,15.543746948242188,3.8616180419921875,57.07664489746094,12.165525060596439,2.777099609375,0.2963548355230663,15.10989010989011,92.51603706343549,728,3,11
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3432.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3432.png,512,512,0.48049917817115784,0.207590252161026,-0.016766101121902466,7.812670633627047,2.9605865478515625,11.30523681640625,2.67181396484375,83.06236267089844,14.0,1.74713134765625,0.9994288977727013,41.48471615720524,92.83639883833494,458,7,19
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3469.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3469.png,512,512,0.4107730984687805,0.26168766617774963,0.07161036878824234,11.702237610426769,1.8489837646484375,9.160614013671875,1.8512725830078125,87.13912963867188,8.0,2.1820068359375,2.88481351741191,54.19580419580419,98.17427385892117,572,14,31
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3474.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3474.png,512,512,0.3794699013233185,0.2564857602119446,-0.008789675310254097,11.796144391555693,10.07537841796875,5.8307647705078125,4.4292449951171875,79.66461181640625,7.211102550927978,5.584716796875,2.842132460597709,47.814207650273225,93.36928934010152,1464,33,70
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3718.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3718.png,512,512,0.42259421944618225,0.3017615079879761,-0.02654118277132511,7.852658793936335,16.2261962890625,24.73602294921875,4.058837890625,54.97894287109375,12.0,3.0059814453125,0.4699248120300752,16.497461928934012,76.7175572519084,788,5,13
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3719.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3719.png,512,512,0.4272802770137787,0.2880041301250458,-0.020725924521684647,7.749129808952066,4.3415069580078125,16.179275512695312,6.2290191650390625,73.25019836425781,15.620499351813308,3.631591796875,0.3062036866923878,19.95798319327731,88.1427072402938,952,5,19
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3720.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3720.png,512,512,0.48178938031196594,0.2842511534690857,-0.0039143431931734085,8.014189995108643,9.89837646484375,23.139572143554688,8.3740234375,58.58802795410156,14.0,6.00433349609375,0.18221574344023322,11.435832274459974,86.9233437391606,1574,4,18
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3721.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3721.png,512,512,0.3840867578983307,0.2851637005805969,-0.027956074103713036,8.179970537518425,10.836029052734375,12.4481201171875,15.335845947265625,61.3800048828125,16.97056274847714,7.991790771484375,0.24874384358987114,15.75178997613365,84.31160400324588,2095,10,33
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3722.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3722.png,512,512,0.33136308193206787,0.2728661894798279,-0.028582625091075897,8.101129837516647,21.6217041015625,10.470962524414062,7.3482513427734375,60.55908203125,12.649110640673518,5.313873291015625,0.5191299382235374,15.075376884422111,89.18338108882521,1393,10,21
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3725.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3725.png,512,512,0.44894498586654663,0.2857218384742737,-0.01919928379356861,7.38222562480316,10.927200317382812,15.531539916992188,15.14892578125,58.392333984375,17.204650534085253,8.056640625,0.20145044319097502,11.363636363636363,84.46797781139688,2112,8,24
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3806.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3806.png,512,512,0.576264500617981,0.2663499712944031,-0.00613107206299901,7.148231714375503,4.88739013671875,33.539581298828125,9.022140502929688,52.55088806152344,14.142135623730951,5.4779052734375,0.4228151029554776,20.194986072423397,89.87206823027718,1436,10,29
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_3811.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_3811.png,512,512,0.5426845550537109,0.2890453338623047,-0.004137241281569004,9.486885886254363,13.240432739257812,5.6598663330078125,9.39483642578125,71.70486450195312,12.0,6.96563720703125,0.4466460938768881,19.715224534501644,84.2576545349509,1826,11,36
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_4324.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_4324.png,512,512,0.41808995604515076,0.2516293227672577,0.16022223234176636,8.73186636331424,34.55009460449219,3.7303924560546875,0.9708404541015625,60.74867248535156,8.0,0.99945068359375,2.75049115913556,57.25190839694657,51.61787365177196,262,7,15
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_4327.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_4327.png,512,512,0.29975560307502747,0.24821652472019196,0.09648537635803223,7.934242000760163,11.031341552734375,7.917022705078125,4.99725341796875,76.05438232421875,13.416407864998739,3.437042236328125,0.8396946564885496,31.076581576026637,86.05495075168481,901,11,28
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_4328.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_4328.png,512,512,0.4119981527328491,0.2771664559841156,0.05141134932637215,10.635415618504709,13.039016723632812,5.511474609375,1.7261505126953125,79.72335815429688,10.770329614269007,1.3427734375,1.3259668508287292,45.45454545454545,77.6332899869961,352,6,16
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_4329.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_4329.png,512,512,0.3489522337913513,0.2578994929790497,0.06193291023373604,9.880711722057503,1.80206298828125,1.0837554931640625,3.252410888671875,93.86177062988281,12.165525060596439,2.35748291015625,1.6420361247947455,50.16181229773463,97.1233913701741,618,14,31
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_4791.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_4791.png,512,512,0.48047399520874023,0.2232004553079605,0.005044748540967703,8.9519085600551,26.269149780273438,14.760971069335938,1.50909423828125,57.460784912109375,12.0,1.041412353515625,1.5166835187057635,47.61904761904762,94.01709401709402,273,6,13
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_4792.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_4792.png,512,512,0.5036129355430603,0.2294716089963913,0.04000271111726761,9.075747799639258,12.828445434570312,32.78541564941406,1.7024993896484375,52.68363952636719,11.661903789690601,1.331329345703125,1.3443871835088506,45.845272206303726,78.41726618705036,349,6,16
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_4793.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_4793.png,512,512,0.46689340472221375,0.2086806446313858,0.04580610990524292,9.151475850086706,5.150604248046875,26.60369873046875,2.581787109375,65.66390991210938,13.416407864998739,1.79290771484375,1.3297872340425532,42.5531914893617,88.94277400581959,470,9,20
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_5014.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_5014.png,512,512,0.6069912314414978,0.2600010931491852,0.11614469438791275,14.030054675896087,36.29493713378906,4.0676116943359375,1.7597198486328125,57.87773132324219,8.0,1.956939697265625,4.552352048558422,103.31384015594541,91.77489177489177,513,21,53
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_5015.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_5015.png,512,512,0.3548646569252014,0.25352004170417786,0.15223129093647003,10.14486236390098,5.609893798828125,4.6722412109375,3.1948089599609375,86.52305603027344,13.416407864998739,2.117156982421875,1.4328358208955223,46.846846846846844,88.17771084337349,555,12,26
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_5016.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_5016.png,512,512,0.41725480556488037,0.2783065140247345,0.0992535725235939,11.657960950082096,3.002166748046875,4.7138214111328125,3.2932281494140625,88.99078369140625,8.94427190999916,3.398895263671875,1.1583458820803891,30.303030303030305,94.65992130410343,891,10,27
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_5017.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_5017.png,512,512,0.43020394444465637,0.26390162110328674,0.12085697799921036,10.930727621986252,7.619476318359375,10.209274291992188,2.1148681640625,80.05638122558594,8.0,1.995086669921875,2.525252525252525,61.185468451242826,85.25179856115108,523,14,32
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_5018.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_5018.png,512,512,0.46336817741394043,0.2580888867378235,0.15700192749500275,9.784035276350854,3.710174560546875,16.459274291992188,1.5636444091796875,78.26690673828125,10.0,1.415252685546875,2.683581361307636,70.08086253369272,90.34981905910736,371,11,26
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_5020.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_5020.png,512,512,0.4305770993232727,0.260570228099823,0.15476927161216736,12.371686032525686,6.707763671875,5.804443359375,0.7659912109375,86.7218017578125,14.422205101855956,0.579833984375,0.9960159362549801,46.05263157894737,90.07633587786259,152,2,7
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_5021.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_5021.png,512,512,0.360970139503479,0.25732553005218506,0.10178747773170471,12.506734009529842,4.4857025146484375,3.354644775390625,2.0416259765625,90.11802673339844,10.0,1.65557861328125,2.0553064275037367,50.69124423963134,95.05549949545913,434,11,22
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_5022.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_5022.png,512,512,0.44142407178878784,0.2664094567298889,0.1340949535369873,12.354516929986957,5.141448974609375,8.324813842773438,7.1292877197265625,79.40444946289062,15.231546211727817,4.57763671875,0.21402964310557013,12.5,95.93818984547461,1200,4,15
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_8981.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_8981.png,512,512,0.4784526824951172,0.2619667649269104,0.13167135417461395,10.55273280766436,34.48982238769531,9.552383422851562,2.0610809326171875,53.89671325683594,10.0,1.758575439453125,2.220988339811216,60.73752711496746,37.35632183908046,461,12,28
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_8982.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_8982.png,512,512,0.44970643520355225,0.2550410032272339,0.1295829564332962,10.135948249032717,14.972686767578125,8.469772338867188,2.5054931640625,74.05204772949219,10.0,1.8768310546875,2.5883069427527405,75.20325203252033,84.4186046511628,492,17,37
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_8983.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_8983.png,512,512,0.445272296667099,0.25840362906455994,0.130000501871109,10.197402954360612,8.342361450195312,7.2174072265625,4.0325164794921875,80.40771484375,10.0,3.482818603515625,1.229779585658878,41.621029572836804,89.64228510411105,913,13,38
CIMMYT,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/CIMMYT/IMG_8984.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/CIMMYT/IMG_8984.png,512,512,0.4495859444141388,0.25826454162597656,0.133330300450325,10.25618070944582,4.50897216796875,10.49652099609375,4.123687744140625,80.87081909179688,10.770329614269007,3.23486328125,1.2025901942645698,37.735849056603776,91.74972314507198,848,13,32
ETHZ,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/ETHZ/FPWW0320045_RGB1_20210411_162931.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/ETHZ/FPWW0320045_RGB1_20210411_162931.png,512,512,0.42535045742988586,0.1514773964881897,0.05119689181447029,7.454149021195316,79.51469421386719,0.0,0.0,20.485305786132812,,0.0,,,,0,0,0
ETHZ,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/ETHZ/FPWW0320045_RGB1_20210507_131755.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/ETHZ/FPWW0320045_RGB1_20210507_131755.png,512,512,0.36424654722213745,0.07935266941785812,0.08749380707740784,8.400210691491033,53.765106201171875,0.0,0.0,46.234893798828125,,0.0,,,,0,0,0
ETHZ,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/ETHZ/FPWW0320045_RGB1_20210607_133530.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/ETHZ/FPWW0320045_RGB1_20210607_133530.png,512,512,0.31387147307395935,0.15743416547775269,0.10124646872282028,8.078811309701015,26.093673706054688,5.10406494140625,3.939056396484375,64.86320495605469,7.211102550927978,4.886627197265625,3.970559752082123,70.2576112412178,75.75091575091575,1281,41,90
ETHZ,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/ETHZ/FPWW0320045_RGB1_20210714_101204.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/ETHZ/FPWW0320045_RGB1_20210714_101204.png,512,512,0.3862212002277374,0.17456451058387756,0.057907283306121826,10.151282211961211,25.839614868164062,22.657394409179688,5.680084228515625,45.822906494140625,6.0,8.44573974609375,2.4177300201477503,40.65040650406504,66.77046263345196,2214,36,90
ETHZ,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/ETHZ/FPWW0320769_RGB1_20201217_130834.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/ETHZ/FPWW0320769_RGB1_20201217_130834.png,512,512,0.3969859480857849,0.1123521700501442,0.016400327906012535,5.671854573897698,94.97184753417969,0.0,0.0,5.0281524658203125,,0.0,,,,0,0,0
ETHZ,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/ETHZ/FPWW0320769_RGB1_20210310_105523.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/ETHZ/FPWW0320769_RGB1_20210310_105523.png,512,512,0.34565266966819763,0.09795581549406052,0.024593187496066093,4.340470599509995,88.80119323730469,0.0,0.0,11.198806762695312,,0.0,,,,0,0,0
ETHZ,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/ETHZ/FPWW0320769_RGB1_20210416_130755.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/ETHZ/FPWW0320769_RGB1_20210416_130755.png,512,512,0.3894332945346832,0.1597079187631607,0.07671469449996948,7.9087764497198085,58.24775695800781,0.0,0.0,41.75224304199219,,0.0,,,,0,0,0
ETHZ,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/ETHZ/FPWW0320769_RGB1_20210514_103050.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/ETHZ/FPWW0320769_RGB1_20210514_103050.png,512,512,0.2511276602745056,0.20805367827415466,0.13485702872276306,9.672195072574057,11.590576171875,0.0,0.0701904296875,88.3392333984375,6.324555320336759,0.11444091796875,5.434782608695652,100.0,67.21311475409836,30,1,3
ETHZ,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/ETHZ/FPWW0320769_RGB1_20210628_100906.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/ETHZ/FPWW0320769_RGB1_20210628_100906.png,512,512,0.3319185674190521,0.23040002584457397,0.12315692752599716,11.848759433902432,12.868118286132812,13.336181640625,2.98919677734375,70.80650329589844,6.0,4.44793701171875,5.104645227156713,79.7598627787307,84.3312597200622,1166,40,93
ETHZ,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/ETHZ/FPWW0320769_RGB1_20210719_105636.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/ETHZ/FPWW0320769_RGB1_20210719_105636.png,512,512,0.392661988735199,0.19050273299217224,-0.01844979263842106,7.190395475151259,44.67201232910156,20.790481567382812,4.7061920166015625,29.831314086914062,5.656854249492381,7.293701171875,3.890735186836346,54.39330543933055,37.44578313253012,1912,48,104
ETHZ,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/ETHZ/FPWW0320770_RGB1_20210625_104358.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/ETHZ/FPWW0320770_RGB1_20210625_104358.png,512,512,0.3118636906147003,0.18786369264125824,0.10511592775583267,6.826820822665021,5.155181884765625,16.402435302734375,4.141998291015625,74.30038452148438,6.0,6.008148193359375,4.512801620924664,72.38095238095238,93.69610466845079,1575,49,114
ETHZ,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/ETHZ/FPWW0320784_RGB1_20210308_104447.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/ETHZ/FPWW0320784_RGB1_20210308_104447.png,512,512,0.2676011919975281,0.10686850547790527,0.023029524832963943,5.04725934776297,81.18972778320312,0.0,0.0,18.810272216796875,,0.0,,,,0,0,0
ETHZ,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/ETHZ/FPWW0320784_RGB1_20210719_105944.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/ETHZ/FPWW0320784_RGB1_20210719_105944.png,512,512,0.3550935983657837,0.22434332966804504,-0.005053470842540264,7.737119907697103,22.55401611328125,34.20982360839844,3.6907196044921875,39.545440673828125,5.656854249492381,6.29425048828125,4.857881136950905,65.45454545454545,72.08980044345898,1650,47,108
ETHZ,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/ETHZ/FPWW0320789_RGB1_20201125_143332.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/ETHZ/FPWW0320789_RGB1_20201125_143332.png,512,512,0.4217536449432373,0.06441248953342438,0.01019834540784359,3.6603543463736194,98.28987121582031,0.0,0.0,1.7101287841796875,,0.0,,,,0,0,0
ETHZ,Source train,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/images/ETHZ/FPWW0320789_RGB1_20210325_103616.png,/icislab/volume3/benderick/futurama/gwfss25/GWFSS/GWFSS_v1.0_labelled/class_id/ETHZ/FPWW0320789_RGB1_20210325_103616.png,512,512,0.4173247814178467,0.15201085805892944,0.03581993654370308,6.726157323152881,83.24699401855469,0.0,0.0,16.753005981445312,,0.0,,,,0,0,0
